textid	text	label	source	error_type	specific_error	num_errors
14586	Today I proved to myself tha I can complete tis project. I feel accomplished afte completing finish my project. I feel accomplished after completing clean the house.	pride	synthetic_variant	Word	Missing Letter	3
14587	I couldn't believe it when everything fell into place took place! Today brought an uenxpected twist with serious issue. Out of nowhere, a promotion offer occurred and I was stunned!	surprise	synthetic_variant	Word	Scrambled Letter	2
14588	Today I found out that my project was approved and I'm thrilled! can't wait for the concert! It's going to be amazing!	excitement	synthetic_variant	Sentence	Missing Subject	0
14589	I never expected pplans changed to happen! What a shock! Out of nowhere, an unexpected visitor occurred and I was stunned!	surprise	synthetic_variant	Word	Repeating Letter	3
14590	Today was wonderful because I made a new friend. I feel so happy! Today was wonderful because I made a new friend. I feel so happy! today was perfect, especially our conversation.	joy	synthetic_variant	Sentence	Missing Subject	0
14591	I don't understand why traffic was terrible. Nothing makes sense anymore.	confusion	synthetic_variant	NA	NA	0
14592	I was completely caught off guard when I won something.	surprise	synthetic_variant	NA	NA	0
14593	Although i feel really down	sadness	synthetic_variant	Sentence	Missing Complete Thought	0
14594	Out of nowhere, an unexpected visitor showed up and I was stunned!	surprise	synthetic_variant	NA	NA	0
14595	TToday brought an unexpeected twist with plans changing. I was completely caught off guard when someoone remembered my birthday happened.	surprise	synthetic_variant	Word	Repeating Letter	3
14596	Today I found out that I got the promotion and I'm thrilled! I can't wait vor the concert! It's going to be amazing! I hit my goal happened and I'm so pumped about it!	excitement	synthetic_variant	Word	Adjacent Key	2
14597	I can't stop thinking about how I misunderstood the situation. So embarrassing. My plans fell through and now I'm too mortified to show my face.	embarrassment	synthetic_variant	NA	NA	0
14598	While nothing special happened today. just	neutral	synthetic_variant	Sentence	Missing Complete Thought	0
14599	Today was hard. Something didn't work out and I can't stop feeling blue. I feel reallyy down bbecause a setback happened.	sadness	synthetic_variant	Word	Repeating Letter	2
14600	Something strange happened with my schedule and I'm not sure what to think. The store was closed left me wondering what's Something strange happened with my relationships and I'm not sure what to think.	confusion	synthetic_variant	Sentence	Missing Complete Thought	0
14601	I finally managed to finish on time and it feels amazing! I'm so proud that I accomplished my hard work today! I'm really satisfied with how I handled handling financial setbacks.	pride	synthetic_variant	NA	NA	0
14602	I czn't wzit for my vacation! It's going to be amazing!	excitement	synthetic_variant	Word	Adjacent Key	3
14603	While i feel accomplished after	pride	synthetic_variant	Sentence	Missing Complete Thought	0
14604	Today was terrible because hte meeting got cancelled. I'm so nagry I could scream. Today was terrible because the meeting got cancelled. I'm so angry I could scream. My partner really upset me when they cancelled on me. I'm still mad about it.	anger	synthetic_variant	Word	Scrambled Letter	3
14605	I tried to figure out their reasoning but I just can't wrap my head around it. Today that person told me something contradictory and I'm completely lost. Something strange happened with my schedule and I'm ont sure whta to think.	confusion	synthetic_variant	Word	Scrambled Letter	2
14606	I'm heartbroken about the response. really down because bad news happened.	sadness	synthetic_variant	Sentence	Missing Subject	0
14607	I had to deal with spoiled food today and it was absolutely revolting. The way the cashier behaved was disgusting. I can't even I encountered moldy leftovers and it made me feel sick to my stomach.	disgust	synthetic_variant	Sentence	Missing Object	0
14608	Just thinking about seeing old friends makes me grin from ear to ear! I'm beyond exckted because my hard work finally came through!	excitement	synthetic_variant	Word	Adjacent Key	1
14609	That person keeps doing being late and it's driving	anger	synthetic_variant	Sentence	Missing Object	0
14610	I can't stop thinking about how I rambled nervously. So embarrassing. Today I made such a fool of myself when I said something stupid. My plans fell through and now I'm too mortified to show my face.	embarrassment	synthetic_variant	NA	NA	0
14611	Something strange happened with the project and I'm not sure what to think. Today my boss told me something contradictory and I'm completely lost.	confusion	synthetic_variant	NA	NA	0
14612	The store was closde was so repulsiev I wanted to leave immediately. Teh way my boss behaved was disgusting. I can't even think about it.	disgust	synthetic_variant	Word	Scrambled Letter	3
14613	Today I did chores. It was a pretty normal day. Because nothing special happened I went through my usual routine of work and exercise.	neutral	synthetic_variant	Sentence	Missing Complete Thought	0
14614	The store was closed was so repulsive I waanted to lleave immediately. I'm still grossed out by that encounter from earlier. I had to deal with spoiled food today and it was absolutely revollting.	disgust	synthetic_variant	Word	Repeating Letter	3
14615	I feel accomplished after completing finish my project.	pride	synthetic_variant	NA	NA	0
14616	I was trying to clean the house but unexpected interruptions ruined everything. I'm livid. My friend really upset me when they ignored me. I'm still mad about it. My friend really upset me when they cancelled on me. I'm still mad about it.	anger	synthetic_variant	NA	NA	0
14617	to deal with dirty conditions today and it was absolutely revolting.	disgust	synthetic_variant	Sentence	Missing Subject	0
14618	I'm heartbroken about how things turned out. Todaay was hard. Something didn't work out and I can't stop feeling blue.	sadness	synthetic_variant	Word	Repeating Letter	1
14619	The production delays haas me on eedge and I can't relax. I don't know what I'll do if my fears actually happens. I'm really worried about losing my job. What if something bad happens?	fear	synthetic_variant	Word	Repeating Letter	2
14620	I have the presentation coming up and I'm really anxious about it.	nervousness	synthetic_variant	NA	NA	0
14621	encountered moldy leftovers and it made me feel sick to my stomach.	disgust	synthetic_variant	Sentence	Missing Subject	0
14622	My day consisted mainly of my to-do list. Today I did chores. It was a pretty normal day.	neutral	synthetic_variant	NA	NA	0
14623	Today my friend told me mixed messages and I'm completely lost. I tried to figure out the new system but I just can't wrap my head around it.	confusion	synthetic_variant	NA	NA	0
14624	I got bad news left me wondering what's really going on. friend told me unclear instructions and I'm completely lost. I don't understand why the meeting got cancelled happened. Nothing makes sense anymore.	confusion	synthetic_variant	Sentence	Missing Subject	0
14625	Something strange happened with my relationships and I'm not sure what to think. I tried to figure out this complex issue but I just can't wrap my head around it. Something strange happened with work and I'm not sure what to think.	confusion	synthetic_variant	NA	NA	0
14626	I can't shake this sadness from earlier today.	sadness	synthetic_variant	NA	NA	0
14627	I feel accomplished after completing fix the problem. I'm so proud that I accomplished the application today! I finally managed to stand up for myself and it feels amazing!	pride	synthetic_variant	NA	NA	0
14628	wait for my vacation! It's going to be amazing! I hit my goal happened and I'm so pumped about it!	excitement	synthetic_variant	Sentence	Missing Subject	0
14629	Everything about today was perfect, especially our conversation. I spent time with my pet and it made my whole day better.	joy	synthetic_variant	NA	NA	0
14630	I can't stop thinking about how I rambled nervously. So embarrassing. The meeting got cancelled happened and now I'm too mortified to I accidentally called someone by the wrong name in front of everyone. I wanted to disappear.	embarrassment	synthetic_variant	Sentence	Missing Object	0
14631	If that person keeps doing complaining constantly and it's I was trying to fix the problem but poor planning ruined everything. I'm livid. I can't believe my friend did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	Sentence	Missing Complete Thought	0
